0.005461,0.02,0.005
0.010922,0.03,0.005
0.016383,0.05,0.005
0.021844,0.06,0.005
0.027305,0.08,0.005
0.032766,0.09,0.005
0.038227,0.11,0.005
0.043688,0.12,0.005
0.049149,0.14,0.005
0.05461,0.15,0.005
