10,0.0000000584,5.84E-11
20,0.0000001168,1.168E-10
30,0.0000001752,1.752E-10
40,0.0000002336,2.336E-10
50,0.000000292,2.92E-10
60,0.0000003504,3.504E-10
70,0.0000004088,4.088E-10
