10,0.000003362,0.000001681
20,0.000010086,1.86597454430654E-06
30,0.000013448,2.95476919572409E-06
40,0.000020172,3.65011794329992E-06
50,0.000023534,4.38500410490116E-06
60,0.000026896,5.9139378589904E-06
70,0.00003362,6.69448735901413E-06
80,0.000040344,8.27259094842722E-06
90,0.000043706,9.06718594713928E-06
100,0.000047068,9.86428715113262E-06
